gbar_Ikdrf,gbar_Ikdrs,gbar_Ika,gkhbar_Ih,gbar_cat,gkbar_kca,g_passsd,g_passaxon,gkl_Kleaksd,gkl_Kleakaxon,gna_Nasoma,gna_Nadend,gna_Naaxon,gbar_IM
0.146835158527226,0.000279784742674,0.003655354805417,2.78781477038405E-05,0.00373053996972,0.000961816473824,1.08196209620431E-05,0.000172125915545,2.02258344817065E-05,0.000159313831059,0.058236853311431,0.024696613614579,0.092136062915029,2.47040738914306E-05
0.126721320274346,0.00034388981109,0.005340616354802,2.6657354986671E-05,0.003961947445009,0.000891956501418,8.60943158131424E-06,0.00035494114456,1.97471688329341E-05,0.000105995532928,0.058037045175576,0.021521917221625,0.089563845062652,1.97818582376875E-05
0.129815678755037,0.00019828307503,0.005308603899557,2.67517549211789E-05,0.00341216793242,0.001056404770747,7.94828056020033E-06,0.000417161181357,2.11651505404425E-05,4.9711828714189E-05,0.057255334576091,0.022148042956573,0.09638940752502,2.78000072750305E-05
0.121696428408212,0.000430789696424,0.004162394594313,2.69562221757912E-05,0.003659353814173,0.000875203637284,1.03412632576807E-05,0.000248546552907,2.17028264250662E-05,7.50311619995329E-05,0.057935213151236,0.020516245354813,0.079672809721187,2.98228880810243E-05
0.121049778872064,0.000222759638054,0.006982465626779,2.76556996156634E-05,0.004112026747663,0.000898218398199,1.01013838113173E-05,0.000311848682278,2.05537668960599E-05,9.22389180453074E-05,0.058446075973986,0.020855310136505,0.094315461661785,1.30073971263623E-05
0.121178381451717,9.7281663680031E-05,0.006222203597482,2.83768069001743E-05,0.003496503152515,0.000853361062685,1.24249118173809E-05,0.000115873469031,2.07053042963218E-05,0.00011964656317,0.059662063073058,0.020450842906077,0.070385208310203,3.07476309546922E-05
0.115675424617653,0.000102350112973,0.008650270921771,2.71834916865626E-05,0.004138119221056,0.000780608249139,1.15807476094381E-05,0.000242698477688,2.09326715150347E-05,9.04366448523463E-05,0.059040429664158,0.020398266329884,0.085268428538717,1.67481888493435E-05
0.118215515332455,0.000164229820446,0.002841690419278,2.72049492847755E-05,0.003835865945271,0.000682465990628,8.98054556982932E-06,0.000400690584258,2.37440996637199E-05,3.51410991054528E-05,0.05447074642596,0.0198243669288,0.094222248609622,3.33288127148366E-05
0.123667291371477,0.000326058914111,0.006255672117254,2.68468599154868E-05,0.003804234077811,0.000959601316547,9.03698093586226E-06,0.000365995955781,2.11433905149845E-05,6.59639268546591E-05,0.057793644564472,0.021391176335896,0.081454020732061,1.34663271085558E-05
0.118248065486499,0.00021512201707,0.006671097199736,2.52230582611282E-05,0.004176256640001,0.000704648630054,7.95297211609744E-06,0.000467616430199,2.09571156468517E-05,9.53801681460702E-05,0.058015343175312,0.02046173961187,0.097128213415301,2.1371932570322E-05
